****************************** TOP CPU REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*TIME  PID PR CPU% S  #THR     VSS     RSS PCY UID      Name
16:12:29    3372  0  22% R   111 784608K 270664K  fg system   com.bestv.ott
16:12:33    3372  0  14% S   111 815284K 274760K  fg system   com.bestv.ott
16:12:38    3372  0  22% R   113 767664K 273620K  fg system   com.bestv.ott
16:12:42    3372  1  24% S   112 790400K 265824K  fg system   com.bestv.ott
16:12:46    3372  0  23% S   112 770408K 257616K  fg system   com.bestv.ott
16:12:50    3372  0   9% S   112 781832K 257684K  fg system   com.bestv.ott
16:12:55    3372  0   6% S   112 781640K 257652K  fg system   com.bestv.ott
16:12:59    3372  1   3% S   112 781640K 257652K  fg system   com.bestv.ott
16:13:03    3372  1   6% S   105 766260K 257532K  fg system   com.bestv.ott
16:13:08    3372  0   6% S   103 772268K 257568K  fg system   com.bestv.ott
16:13:12    3372  0   6% R   103 772268K 257708K  fg system   com.bestv.ott
16:13:16    3372  0   5% S   103 772268K 257752K  fg system   com.bestv.ott
16:13:20    3372  0   7% S   103 772300K 257784K  fg system   com.bestv.ott
16:13:25    3372  1  13% R   103 772844K 258404K  fg system   com.bestv.ott
16:13:29    3372  0   5% S   102 771548K 258292K  fg system   com.bestv.ott
16:13:33    3372  1  20% S   104 770424K 258620K  fg system   com.bestv.ott
16:13:38    3372  0  13% S   104 782648K 265884K  fg system   com.bestv.ott
16:13:42    3372  0  17% S   109 789896K 272052K  fg system   com.bestv.ott
16:13:46    3372  1  11% S   109 794960K 277188K  fg system   com.bestv.ott
16:13:51    3372  1   4% S   109 793924K 276556K  fg system   com.bestv.ott
16:13:55    3372  1  16% S   109 795996K 279372K  fg system   com.bestv.ott
16:13:59    3372  1   5% S   109 796224K 278688K  fg system   com.bestv.ott
16:14:03    3372  1   4% S   109 796712K 271248K  fg system   com.bestv.ott
16:14:08    3372  0  24% R   107 786340K 280644K  fg system   com.bestv.ott
16:14:12    3372  0  34% R   110 799404K 278196K  fg system   com.bestv.ott
16:14:16    3372  0  23% S   110 800480K 279152K  fg system   com.bestv.ott
16:14:21    3372  1  18% R   110 800200K 277980K  fg system   com.bestv.ott
16:14:25    3372  0  15% S   110 803064K 280536K  fg system   com.bestv.ott
16:14:29    3372  1  12% R   110 803504K 280968K  fg system   com.bestv.ott
16:14:33    3372  0  11% S   110 805112K 281136K  fg system   com.bestv.ott
16:14:38    3372  0  13% R   110 806624K 276320K  fg system   com.bestv.ott
16:14:42    3372  1  10% R   109 805584K 276528K  fg system   com.bestv.ott
16:14:46    3372  0  12% S   109 805584K 276912K  fg system   com.bestv.ott
16:14:51    3372  1  11% R   108 805352K 276680K  fg system   com.bestv.ott
16:14:55    3372  1  10% S   108 806248K 277072K  fg system   com.bestv.ott
16:14:59    3372  0  18% R   105 804164K 287080K  fg system   com.bestv.ott
16:15:04    3372  0  20% S   107 790792K 284236K  fg system   com.bestv.ott
16:15:08    3372  0  10% S   105 801476K 275888K  fg system   com.bestv.ott
16:15:12    3372  0  10% S   105 802044K 278412K  fg system   com.bestv.ott
16:15:16    3372  1  11% S   105 802540K 293024K  fg system   com.bestv.ott
16:15:21    3372  0   9% S   105 818848K 293244K  fg system   com.bestv.ott
16:15:25    3372  1  20% S   106 788916K 268560K  fg system   com.bestv.ott
16:15:29    3372  1  13% R   107 796800K 278108K  fg system   com.bestv.ott
16:15:34    3372  1  15% R   104 793660K 292596K  fg system   com.bestv.ott
16:15:38    3372  0  22% R   102 801124K 286764K  fg system   com.bestv.ott
16:15:42    3372  0  24% R   102 796024K 280444K  fg system   com.bestv.ott
16:15:46    3372  1   6% S   102 788548K 267820K  fg system   com.bestv.ott
16:15:51    3372  0   8% R   102 788388K 267660K  fg system   com.bestv.ott
16:15:55    3372  0   9% S   102 788176K 267480K  fg system   com.bestv.ott
16:15:59    3372  0   3% R   102 788336K 267856K  fg system   com.bestv.ott
16:16:04    3372  0   9% S   102 788336K 268696K  fg system   com.bestv.ott
16:16:08    3372  1   5% S   102 788176K 268836K  fg system   com.bestv.ott
16:16:12    3372  0   7% S   102 788176K 269904K  fg system   com.bestv.ott
16:16:16    3372  1  13% S   102 788336K 270956K  fg system   com.bestv.ott
16:16:21    3372  0   7% R   102 788336K 270956K  fg system   com.bestv.ott
16:16:25    3372  1   7% R   102 788336K 268336K  fg system   com.bestv.ott
16:16:29    3372  0   3% S   102 788176K 268508K  fg system   com.bestv.ott
16:16:33    3372  1  22% R   103 790800K 280528K  fg system   com.bestv.ott
16:16:38    3372  1  37% S   119 812480K 280000K  fg system   com.bestv.ott
16:16:42    3372  1  32% R   117 817676K 288428K  fg system   com.bestv.ott
16:16:46    3372  0  18% R   117 834080K 290228K  fg system   com.bestv.ott
16:16:51    3372  0  14% S   117 836888K 287904K  fg system   com.bestv.ott
16:16:55    3372  1  11% S   117 836976K 287964K  fg system   com.bestv.ott
16:16:59    3372  0  12% R   117 813992K 301248K  fg system   com.bestv.ott
16:17:03    3372  1  25% R   117 808268K 291516K  fg system   com.bestv.ott
16:17:08    3372  1  30% S   117 837660K 292776K  fg system   com.bestv.ott
16:17:12    3372  0  17% S   117 807540K 288624K  fg system   com.bestv.ott
16:17:16    3372  1  25% R   118 811696K 291988K  fg system   com.bestv.ott
16:17:21    3372  0  10% S   119 806688K 280776K  fg system   com.bestv.ott
16:17:25    3372  0  12% S   119 807716K 281808K  fg system   com.bestv.ott
16:17:29    3372  0  25% R   117 814632K 280828K  fg system   com.bestv.ott
16:17:34    3372  1  19% R   117 804964K 280892K  fg system   com.bestv.ott
16:17:38    3372  0  14% S   117 804932K 269884K  fg system   com.bestv.ott
16:17:42    3372  1  18% R   117 804964K 269916K  fg system   com.bestv.ott
16:17:47    3372  1  15% S   117 804964K 269916K  fg system   com.bestv.ott
16:17:51    3372  1  13% S   117 804964K 269916K  fg system   com.bestv.ott
16:17:55    3372  0   8% S   117 804580K 269532K  fg system   com.bestv.ott
16:17:59    3372  0  11% S   117 845260K 279448K  fg system   com.bestv.ott
16:18:04    3372  1  10% S   117 837852K 280696K  fg system   com.bestv.ott
16:18:08    3372  0  26% R   112 801176K 276840K  fg system   com.bestv.ott
16:18:12    3372  1  24% S   113 802116K 287188K  fg system   com.bestv.ott
16:18:17    3372  0  39% R   113 819860K 279140K  fg system   com.bestv.ott
16:18:21    3372  1   7% S   113 801052K 277892K  fg system   com.bestv.ott
16:18:25    3372  1  30% R   118 848676K 286320K  fg system   com.bestv.ott
16:18:29    3372  0  32% R   127 822780K 286816K  fg system   com.bestv.ott
16:18:34    3372  1  26% S   127 820704K 286040K  fg system   com.bestv.ott
16:18:38    3372  0  14% S   127 824644K 269328K  fg system   com.bestv.ott
16:18:42    3372  1   7% S   127 779344K 254852K  fg system   com.bestv.ott
16:18:46    3372  1   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:18:51    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:18:55    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:18:59    3372  1   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:03    3372  1   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:08    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:12    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:16    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:20    3372  0   2% S   127 779344K 254852K  fg system   com.bestv.ott
16:19:25    3372  0  21% R   128 808724K 265968K  fg system   com.bestv.ott
16:19:29    3372  1  20% S   116 807280K 274292K  fg system   com.bestv.ott
16:19:33    3372  0  15% R   116 813420K 279036K  fg system   com.bestv.ott
16:19:38    3372  1   8% R   116 780256K 274680K  fg system   com.bestv.ott
16:19:42    3372  0  42% R   127 818660K 271908K  fg system   com.bestv.ott
16:19:46    3372  0  17% R   127 850196K 282212K  fg system   com.bestv.ott
16:19:51    3372  0  10% S   127 848264K 278584K  fg system   com.bestv.ott
16:19:55    3372  1   9% S   127 848336K 278660K  fg system   com.bestv.ott
16:19:59    3372  0  12% S   127 849188K 286288K  fg system   com.bestv.ott
16:20:03    3372  0  28% S   127 817468K 287096K  fg system   com.bestv.ott
16:20:08    3372  1  15% S   127 848628K 279364K  fg system   com.bestv.ott
16:20:12    3372  0   2% S   127 848628K 279364K  fg system   com.bestv.ott
16:20:16    3372  0  15% R   128 823440K 275160K  fg system   com.bestv.ott
16:20:21    3372  0  23% R   128 823436K 275176K  fg system   com.bestv.ott
16:20:25    3372  1  22% S   128 805788K 284772K  fg system   com.bestv.ott
16:20:29    3372  0   4% S   128 817104K 276084K  fg system   com.bestv.ott
16:20:33    3372  1  23% S   129 821008K 271272K  fg system   com.bestv.ott
16:20:38    3372  0  24% S   129 825648K 278756K  fg system   com.bestv.ott
16:20:42    3372  1  10% S   108 805640K 280024K  fg system   com.bestv.ott
16:20:46    3372  0  16% R   106 795000K 273964K  fg system   com.bestv.ott
16:20:51    3372  1  27% S   106 795512K 275028K  fg system   com.bestv.ott
16:20:55    3372  1  17% S   108 798900K 274772K  fg system   com.bestv.ott
16:20:59    3372  1  19% R   106 794728K 281592K  fg system   com.bestv.ott
16:21:03    3372  0  22% S   108 797524K 273824K  fg system   com.bestv.ott
16:21:08    3372  0  16% S   108 801112K 285988K  fg system   com.bestv.ott
16:21:12    3372  0  12% R   108 805204K 281896K  fg system   com.bestv.ott
16:21:16    3372  0  10% R   108 804848K 281744K  fg system   com.bestv.ott
16:21:21    3372  0   6% S   108 804976K 282064K  fg system   com.bestv.ott
16:21:25    3372  1  12% S   106 778624K 290772K  fg system   com.bestv.ott
16:21:29    3372  0  25% R   111 778220K 294200K  fg system   com.bestv.ott
16:21:34    3372  0  27% S   128 819216K 277496K  fg system   com.bestv.ott
16:21:38    3372  1  23% R   128 818464K 285396K  fg system   com.bestv.ott
16:21:42    3372  0  13% R   128 850120K 285200K  fg system   com.bestv.ott
16:21:47    3372  1  22% R   130 819524K 276580K  fg system   com.bestv.ott
16:21:51    3372  0  15% R   130 827592K 283740K  fg system   com.bestv.ott
16:21:55    3372  0  13% S   130 830940K 287644K  fg system   com.bestv.ott
16:22:00    3372  0   8% S   130 822976K 279752K  fg system   com.bestv.ott
16:22:04    3372  1  10% S   130 822708K 279008K  fg system   com.bestv.ott
16:22:08    3372  0   9% S   130 825240K 269164K  fg system   com.bestv.ott
16:22:13    3372  0  11% S   130 845084K 282040K  fg system   com.bestv.ott
16:22:17    3372  1  21% S   128 825920K 290792K  fg system   com.bestv.ott
16:22:21    3372  0  25% R   128 860620K 291988K  fg system   com.bestv.ott
16:22:26    3372  1  14% S   129 831464K 285344K  fg system   com.bestv.ott
16:22:30    3372  0  26% S   129 831420K 285348K  fg system   com.bestv.ott
16:22:34    3372  0  16% S   114 794860K 278536K  fg system   com.bestv.ott
16:22:38    3372  1  24% S   114 790020K 289804K  fg system   com.bestv.ott
16:22:43    3372  1  17% S   115 811148K 278988K  fg system   com.bestv.ott
16:22:47    3372  0  20% S   113 842936K 286976K  fg system   com.bestv.ott
16:22:51    3372  1   7% S   113 841088K 286976K  fg system   com.bestv.ott
16:22:56    3372  1  15% R   131 829856K 280108K  fg system   com.bestv.ott
16:23:00    3372  1  17% S   132 809760K 290508K  fg system   com.bestv.ott
16:23:04    3372  1   7% R   133 817800K 261736K  fg system   com.bestv.ott
16:23:08    3372  0  25% R   131 828164K 273920K  fg system   com.bestv.ott
16:23:13    3372  0   5% R   131 816024K 269784K  fg system   com.bestv.ott
16:23:17    3372  0  17% R   131 816056K 269820K  fg system   com.bestv.ott
16:23:21    3372  0  12% R   131 816088K 269856K  fg system   com.bestv.ott
16:23:26    3372  1  16% R   131 816056K 269824K  fg system   com.bestv.ott
16:23:30    3372  0  20% R   131 816056K 269824K  fg system   com.bestv.ott
16:23:34    3372  1  11% R   131 816216K 269988K  fg system   com.bestv.ott
16:23:39    3372  0  12% R   131 816056K 269828K  fg system   com.bestv.ott
16:23:43    3372  0  17% R   132 800772K 269760K  fg system   com.bestv.ott
16:23:47    3372  0   6% R   133 829444K 281360K  fg system   com.bestv.ott
16:23:51    3372  1   7% S   131 845504K 293352K  fg system   com.bestv.ott
16:23:56    3372  0  11% R   107 805020K 288796K  fg system   com.bestv.ott
16:24:00    3372  0  10% D   108 805572K 280824K  fg system   com.bestv.ott
16:24:05    3372  0  22% S   108 794684K 257040K  fg system   com.bestv.ott
16:24:09    3372  0  18% R   115 815252K 268828K  fg system   com.bestv.ott
16:24:14    3372  1  28% S   115 819348K 275576K  fg system   com.bestv.ott
16:24:18    3372  1  16% S   113 847008K 284936K  fg system   com.bestv.ott
16:24:22    3372  1  12% S   113 793652K 276800K  fg system   com.bestv.ott
16:24:27    3372  1  12% S   113 846392K 286440K  fg system   com.bestv.ott
16:24:31    3372  0   9% S   113 847164K 295648K  fg system   com.bestv.ott
16:24:35    3372  1  21% R   113 848060K 287284K  fg system   com.bestv.ott
16:24:39    3372  1  19% S   113 846772K 286960K  fg system   com.bestv.ott
16:24:44    3372  0   3% S   113 846748K 286896K  fg system   com.bestv.ott
16:24:48    3372  0  17% R   113 790796K 287684K  fg system   com.bestv.ott
16:24:52    3372  1  25% R   113 817380K 289900K  fg system   com.bestv.ott
16:24:56    3372  1   6% R   113 770028K 262272K  bg system   com.bestv.ott
16:25:01    3372  1   6% S   114 782064K 263724K  fg system   com.bestv.ott
16:25:05    3372  1  27% R   114 847836K 296644K  fg system   com.bestv.ott
16:25:09    3372  1  17% R   115 804516K 280788K  fg system   com.bestv.ott
16:25:14    3372  1  23% R   114 832188K 290048K  fg system   com.bestv.ott
16:25:18    3372  1   3% R   114 828012K 275080K  fg system   com.bestv.ott
16:25:22    3372  1  31% R   117 819792K 294428K  fg system   com.bestv.ott
16:25:26    3372  1  13% S   117 811896K 287676K  fg system   com.bestv.ott
16:25:31    3372  0   9% S   117 814264K 270708K  fg system   com.bestv.ott
16:25:35    3372  1  12% S   117 817900K 274492K  fg system   com.bestv.ott
16:25:39    3372  0  20% R   117 807632K 265048K  fg system   com.bestv.ott
16:25:44    3372  0  18% R   117 807804K 265336K  fg system   com.bestv.ott
16:25:48    3372  0  19% S   117 809996K 267124K  fg system   com.bestv.ott
16:25:52    3372  0  12% S   113 810972K 274492K  fg system   com.bestv.ott
16:25:57    3372  0   9% R   109 811328K 276480K  fg system   com.bestv.ott
16:26:01    3372  0  21% R   109 800320K 268604K  fg system   com.bestv.ott
16:26:05    3372  0  23% R   109 800652K 268952K  fg system   com.bestv.ott
16:26:10    3372  1  12% S   109 801864K 271316K  fg system   com.bestv.ott
16:26:14    3372  0  12% R   109 804104K 273632K  fg system   com.bestv.ott
16:26:18    3372  0  15% R   109 804688K 274104K  fg system   com.bestv.ott
16:26:23    3372  0  20% R   109 802424K 270004K  fg system   com.bestv.ott
16:26:27    3372  1   8% S   109 805476K 273612K  fg system   com.bestv.ott
16:26:31    3372  0  13% R   109 808064K 276244K  fg system   com.bestv.ott
16:26:36    3372  0   9% S   109 811560K 275440K  fg system   com.bestv.ott
16:26:40    3372  0   9% S   109 811560K 275716K  fg system   com.bestv.ott
16:26:44    3372  0  18% R   109 798608K 265020K  fg system   com.bestv.ott
16:26:49    3372  0  15% R   102 790328K 266228K  fg system   com.bestv.ott
16:26:53    3372  0  13% S   102 793016K 260216K  fg system   com.bestv.ott
16:26:57    3372  0   4% S   102 823180K 268804K  fg system   com.bestv.ott
16:27:01    3372  1  11% S   102 823968K 269756K  fg system   com.bestv.ott
16:27:06    3372  0   6% S   102 823760K 269604K  fg system   com.bestv.ott
16:27:10    3372  0   8% R   114 779816K 261472K  fg system   com.bestv.ott
16:27:15    3372  0  33% R   121 818572K 267156K  fg system   com.bestv.ott
16:27:19    3372  0  37% R   121 818424K 262044K  fg system   com.bestv.ott
16:27:23    3372  0  15% R   121 812092K 257488K  fg system   com.bestv.ott
16:27:28    3372  0  22% R   122 816944K 268012K  fg system   com.bestv.ott
16:27:32    3372  1  27% R   121 819692K 272780K  fg system   com.bestv.ott
16:27:36    3372  0  11% S   121 806332K 272484K  fg system   com.bestv.ott
16:27:41    3372  1  23% S   123 819572K 276880K  fg system   com.bestv.ott
16:27:45    3372  0   6% R   123 819592K 274672K  fg system   com.bestv.ott
16:27:49    3372  0  22% R   121 832492K 287828K  fg system   com.bestv.ott
16:27:53    3372  0  19% R   121 821080K 287996K  fg system   com.bestv.ott
16:27:58    3372  1  22% S   121 863764K 301212K  fg system   com.bestv.ott
16:28:02    3372  1  10% R   121 830968K 296868K  fg system   com.bestv.ott
16:28:06    3372  0  10% R   121 854440K 296928K  fg system   com.bestv.ott
16:28:11    3372  0  36% R   121 823916K 299812K  fg system   com.bestv.ott
16:28:15    3372  0  26% S   115 851568K 298260K  fg system   com.bestv.ott
16:28:19    3372  0   7% R   115 848376K 297780K  fg system   com.bestv.ott
16:28:23    3372  0  27% S   116 826296K 300712K  fg system   com.bestv.ott
16:28:28    3372  1  17% S   115 817228K 291000K  fg system   com.bestv.ott
16:28:32    3372  1   6% S   114 781704K 280616K  bg system   com.bestv.ott
16:28:36    3372  0   1% S   114 781696K 269244K  bg system   com.bestv.ott
16:28:41    3372  0   1% S   108 775456K 269068K  bg system   com.bestv.ott
16:28:45    3372  0   5% S   109 786264K 277556K  fg system   com.bestv.ott
16:28:49    3372  0  19% S   109 843752K 290768K  fg system   com.bestv.ott
16:28:54    3372  1  12% R   109 843664K 298972K  fg system   com.bestv.ott
16:28:58    3372  1  15% R   110 803040K 267384K  fg system   com.bestv.ott
16:29:02    3372  0   9% S   110 798032K 266900K  fg system   com.bestv.ott
16:29:07    3372  0  13% R   110 798480K 267348K  fg system   com.bestv.ott
16:29:11    3372  1  23% R   106 828568K 276780K  fg system   com.bestv.ott
16:29:15    3372  1  14% S   106 827228K 278440K  fg system   com.bestv.ott
16:29:19    3372  1   7% S   106 826324K 275716K  fg system   com.bestv.ott
16:29:24    3372  1  12% S   109 782572K 289644K  fg system   com.bestv.ott
16:29:28    3372  0  30% S   111 804144K 265916K  fg system   com.bestv.ott
16:29:32    3372  0  19% R   113 823220K 287444K  fg system   com.bestv.ott
16:29:37    3372  0  25% R   114 818228K 297084K  fg system   com.bestv.ott
16:29:41    3372  0  19% R   111 811760K 277744K  fg system   com.bestv.ott
16:29:46    3372  1  26% S   111 845900K 290568K  fg system   com.bestv.ott
16:29:50    3372  0   7% S   111 843900K 286300K  fg system   com.bestv.ott
16:29:54    3372  1  18% R   112 812916K 278984K  fg system   com.bestv.ott
16:29:59    3372  0  17% R   113 813996K 271376K  fg system   com.bestv.ott
16:30:03    3372  1  15% S   115 820140K 275128K  fg system   com.bestv.ott
16:30:07    3372  1  27% D   115 826060K 278740K  fg system   com.bestv.ott
16:30:11    3372  1  12% S   114 793940K 278356K  fg system   com.bestv.ott
16:30:16    3372  1  26% S   117 821528K 280904K  fg system   com.bestv.ott
16:30:20    3372  0  26% S   116 823680K 277740K  fg system   com.bestv.ott
16:30:24    3372  0   3% S   116 848612K 281728K  fg system   com.bestv.ott
16:30:29    3372  1   4% S   116 848612K 281756K  fg system   com.bestv.ott
16:30:33    3372  0   7% S   116 802056K 274120K  fg system   com.bestv.ott
16:30:37    3372  0  14% S   116 849532K 284548K  fg system   com.bestv.ott
16:30:42    3372  0  29% R   118 820408K 286840K  fg system   com.bestv.ott
16:30:46    3372  1  26% S   117 831600K 291492K  fg system   com.bestv.ott
16:30:50    3372  0  29% R   117 820276K 272800K  fg system   com.bestv.ott
16:30:54    3372  0  17% S   117 852488K 282508K  fg system   com.bestv.ott
16:30:59    3372  0  11% S   118 821108K 280732K  fg system   com.bestv.ott
16:31:03    3372  1  17% R   117 793996K 282872K  fg system   com.bestv.ott
16:31:07    3372  1  11% S   118 821244K 285964K  fg system   com.bestv.ott
16:31:12    3372  1  26% S   117 827896K 282376K  fg system   com.bestv.ott
16:31:16    3372  0  18% R   117 844136K 291240K  fg system   com.bestv.ott
16:31:20    3372  1  20% S   117 854184K 297868K  fg system   com.bestv.ott
16:31:24    3372  0  22% R   118 825620K 293104K  fg system   com.bestv.ott
16:31:29    3372  0  19% S   118 796568K 279764K  fg system   com.bestv.ott
16:31:33    3372  0   2% S   118 811496K 278992K  fg system   com.bestv.ott
16:31:37    3372  0   4% R   117 818556K 279048K  fg system   com.bestv.ott
16:31:41    3372  0  25% R   112 817108K 291168K  fg system   com.bestv.ott
16:31:46    3372  0  17% S   113 794736K 288220K  fg system   com.bestv.ott
16:31:50    3372  1   7% S   111 807864K 275920K  fg system   com.bestv.ott
16:31:54    3372  0  20% S   109 809488K 285672K  fg system   com.bestv.ott
16:31:59    3372  0  17% S   109 806624K 262252K  fg system   com.bestv.ott
16:32:03    3372  0  13% S   109 806464K 262092K  fg system   com.bestv.ott
16:32:07    3372  0  18% R   109 806624K 262252K  fg system   com.bestv.ott
16:32:11    3372  0  13% R   109 806624K 262252K  fg system   com.bestv.ott
16:32:16    3372  1  17% S   105 802304K 262056K  fg system   com.bestv.ott
16:32:20    3372  0  20% S   105 802656K 262412K  fg system   com.bestv.ott
16:32:24    3372  1  15% R   105 802464K 262220K  fg system   com.bestv.ott
16:32:29    3372  0  11% S   105 802432K 262188K  fg system   com.bestv.ott
16:32:33    3372  0  13% R   105 802464K 262272K  fg system   com.bestv.ott
16:32:37    3372  1  14% S   105 802272K 262120K  fg system   com.bestv.ott
16:32:41    3372  0  13% R   105 802624K 262504K  fg system   com.bestv.ott
16:32:46    3372  1  13% R   105 802624K 262504K  fg system   com.bestv.ott
16:32:50    3372  1  18% R   105 802656K 262536K  fg system   com.bestv.ott
16:32:54    3372  0   9% S   100 796880K 261916K  fg system   com.bestv.ott
16:32:59    3372  1  20% S   100 797456K 262492K  fg system   com.bestv.ott
16:33:03    3372  0  24% R   102 841532K 278980K  fg system   com.bestv.ott
16:33:07    3372  0  35% R   131 838880K 280128K  fg system   com.bestv.ott
16:33:12    3372  1  31% S   131 838384K 271176K  fg system   com.bestv.ott
16:33:16    3372  0   5% S   131 862224K 276368K  fg system   com.bestv.ott
16:33:20    3372  0   7% S   131 830384K 268940K  fg system   com.bestv.ott
16:33:24    3372  0  11% S   131 830752K 278872K  fg system   com.bestv.ott
16:33:29    3372  1  12% S   131 830440K 268612K  fg system   com.bestv.ott
16:33:33    3372  1  18% S   132 835560K 278036K  fg system   com.bestv.ott
16:33:37    3372  1  17% R   133 809540K 247356K  fg system   com.bestv.ott
16:33:42    3372  0  22% S   133 812552K 251660K  fg system   com.bestv.ott
16:33:46    3372  0  12% S   132 811432K 244900K  fg system   com.bestv.ott
16:33:50    3372  0   6% S   134 809436K 241932K  fg system   com.bestv.ott
16:33:55    3372  1  25% S   132 821316K 274072K  fg system   com.bestv.ott
16:33:59    3372  0  12% R   132 809560K 262228K  fg system   com.bestv.ott
16:34:03    3372  0   6% R   132 809560K 259764K  fg system   com.bestv.ott
16:34:07    3372  1  14% R   119 795848K 259472K  fg system   com.bestv.ott
16:34:12    3372  1  16% S   119 796040K 259664K  fg system   com.bestv.ott
16:34:16    3372  0  11% R   119 796232K 259856K  fg system   com.bestv.ott
16:34:20    3372  1  16% S   119 768656K 244140K  fg system   com.bestv.ott
16:34:25    3372  0  20% R   121 796632K 257992K  fg system   com.bestv.ott
16:34:29    3372  0  24% S   119 806676K 268580K  fg system   com.bestv.ott
16:34:33    3372  0  12% R   119 794768K 255864K  fg system   com.bestv.ott
16:34:37    3372  0  15% R   118 793696K 255836K  fg system   com.bestv.ott
16:34:42    3372  0  16% R   107 782480K 256004K  fg system   com.bestv.ott
16:34:46    3372  0  20% R   107 782480K 256008K  fg system   com.bestv.ott
16:34:50    3372  1  10% S   107 781904K 255432K  fg system   com.bestv.ott
16:34:55    3372  1  21% R   108 781324K 267036K  fg system   com.bestv.ott
16:34:59    3372  0  11% S   108 783136K 257756K  fg system   com.bestv.ott
16:35:03    3372  0  29% R   107 783700K 281908K  fg system   com.bestv.ott
16:35:08    3372  1  12% S   107 814912K 267784K  fg system   com.bestv.ott
16:35:12    3372  0  11% R   107 815304K 276592K  fg system   com.bestv.ott
16:35:16    3372  0  21% R   107 818940K 268680K  fg system   com.bestv.ott
16:35:21    3372  0  23% R   108 791548K 260316K  fg system   com.bestv.ott
16:35:25    3372  0  17% S   108 784868K 251360K  fg system   com.bestv.ott
16:35:29    3372  0  22% R   104 780700K 251456K  fg system   com.bestv.ott
16:35:34    3372  0  27% R   104 780700K 251456K  fg system   com.bestv.ott
16:35:38    3372  0   2% S   104 779116K 250880K  fg system   com.bestv.ott
16:35:42    3372  1  23% R   104 779500K 251264K  fg system   com.bestv.ott
16:35:46    3372  0   1% S   103 745672K 233684K  bg system   com.bestv.ott
16:35:51    3372  0   2% S   103 745672K 233684K  bg system   com.bestv.ott
16:35:55    3372  0   2% S   103 745672K 233760K  bg system   com.bestv.ott
16:35:59    3372  1   1% S   103 745672K 233760K  bg system   com.bestv.ott
16:36:04    3372  0   2% S   103 745672K 233760K  bg system   com.bestv.ott
16:36:08    3372  0   7% R   103 772932K 249272K  fg system   com.bestv.ott
16:36:12    3372  1  20% S   103 812936K 252592K  fg system   com.bestv.ott
16:36:16    3372  0  11% S   103 811768K 254600K  fg system   com.bestv.ott
16:36:21    3372  1  12% R   104 780600K 262632K  fg system   com.bestv.ott
16:36:25    3372  0  28% R   108 786812K 244372K  fg system   com.bestv.ott
16:36:29    3372  1  28% R   108 784960K 244364K  fg system   com.bestv.ott
16:36:34    3372  1  16% S   109 788184K 252920K  fg system   com.bestv.ott
16:36:38    3372  1   7% R   108 768200K 238496K  fg system   com.bestv.ott
16:36:42    3372  1  30% R   108 784688K 238648K  fg system   com.bestv.ott
16:36:47    3372  1  27% S   109 787536K 238752K  fg system   com.bestv.ott
16:36:51    3372  1  26% R   118 834884K 247976K  fg system   com.bestv.ott
16:36:55    3372  0  15% D   118 827756K 244600K  fg system   com.bestv.ott
16:37:00    3372  0  29% R   118 795308K 237132K  fg system   com.bestv.ott
16:37:04    3372  1  30% S   118 795340K 234092K  fg system   com.bestv.ott
16:37:08    3372  0  21% S   118 828744K 243880K  fg system   com.bestv.ott
16:37:12    3372  1  23% R   118 795604K 237064K  fg system   com.bestv.ott
16:37:17    3372  0   8% R   118 828332K 254404K  fg system   com.bestv.ott
16:37:21    3372  1   5% R   119 796388K 245652K  fg system   com.bestv.ott
16:37:25    3372  0  30% S   120 800812K 246812K  fg system   com.bestv.ott
16:37:30    3372  0  10% R   120 797584K 239660K  fg system   com.bestv.ott
16:37:34    3372  0   7% R   120 797636K 238868K  fg system   com.bestv.ott
16:37:38    3372  0  14% S   121 798684K 230736K  fg system   com.bestv.ott
16:37:42    3372  1   6% S   121 774740K 239756K  fg system   com.bestv.ott
16:37:47    3372  1  27% S   120 801248K 237668K  fg system   com.bestv.ott
16:37:51    3372  0  31% R   120 839076K 247332K  fg system   com.bestv.ott
16:37:55    3372  0  18% S   120 836020K 259988K  fg system   com.bestv.ott
16:38:00    3372  1   6% S   120 829376K 248452K  fg system   com.bestv.ott
16:38:04    3372  0  24% R   121 804584K 251808K  fg system   com.bestv.ott
16:38:08    3372  1   2% R   121 797916K 240308K  fg system   com.bestv.ott
16:38:13    3372  0  23% R   120 803352K 250308K  fg system   com.bestv.ott
16:38:17    3372  0  18% S   120 762276K 227164K  fg system   com.bestv.ott
16:38:21    3372  0   2% S   120 760276K 226972K  fg system   com.bestv.ott
16:38:25    3372  1  18% S   122 790408K 236484K  fg system   com.bestv.ott
16:38:30    3372  0  20% S   110 788824K 239444K  fg system   com.bestv.ott
16:38:34    3372  0  15% S   110 786092K 254992K  fg system   com.bestv.ott
16:38:38    3372  0  13% R   110 786124K 242812K  fg system   com.bestv.ott
